code,brk_height,brk_tt_len,longhu_dis,xt_start,xt_end,brk_end,stage,date
2b9a82901ad1ac59899836574776fd99,10.01,1,0,2018-04-03,2018-04-13,2018-04-16,5,2018-04-16
9e87e442cf80ccc863951c379d9ffb1e,23.86,3,2,2018-04-17,2018-05-03,2018-05-08,5,2018-05-04
9e87e442cf80ccc863951c379d9ffb1e,6.58,3,-1,2018-06-19,2018-06-28,2018-07-03,5,2018-06-29
9e87e442cf80ccc863951c379d9ffb1e,5.73,3,-1,2018-07-03,2018-07-23,2018-07-26,5,2018-07-24
fe2403994e54f11fe3a52374b7aa0ff7,11.6,3,-1,2018-02-13,2018-03-08,2018-03-13,5,2018-03-09
fe2403994e54f11fe3a52374b7aa0ff7,3.93,1,-1,2018-03-23,2018-04-13,2018-04-16,5,2018-04-16
fe2403994e54f11fe3a52374b7aa0ff7,33.92,4,1,2018-06-21,2018-07-20,2018-07-26,5,2018-07-23
049f2de6a76a87640fd0da4cbe96e656,6.28,1,-1,2018-04-17,2018-05-07,2018-05-08,5,2018-05-08
049f2de6a76a87640fd0da4cbe96e656,4.59,2,-1,2018-06-19,2018-07-13,2018-07-17,5,2018-07-16
12d4ae3e78d8572ad3bb37060e3a9bb6,4.72,2,-1,2018-02-13,2018-02-28,2018-03-02,5,2018-03-01
12d4ae3e78d8572ad3bb37060e3a9bb6,18.14,2,0,2018-03-02,2018-03-15,2018-03-19,5,2018-03-16
12d4ae3e78d8572ad3bb37060e3a9bb6,4.99,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
4d2af9b479b052a4894d5efb2e4e659a,4.87,2,-1,2018-02-28,2018-03-08,2018-03-12,5,2018-03-09
4d2af9b479b052a4894d5efb2e4e659a,12.14,2,-1,2018-03-12,2018-03-23,2018-03-27,5,2018-03-26
4d2af9b479b052a4894d5efb2e4e659a,7.29,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
97b9ad63205a6e1a3b905c71d5f2bf1b,7.14,3,-1,2018-02-14,2018-04-17,2018-04-20,5,2018-04-18
4da24b4db5a6c8686f449236adeae17a,33.12,3,2,2018-06-21,2018-07-20,2018-07-25,5,2018-07-23
c38184abd29397d98fec7a19e12bd96f,20.7,3,1,2018-02-23,2018-03-09,2018-03-14,5,2018-03-12
7233aef650f53db95d85cbd6cdf15555,4.98,3,-1,2018-02-14,2018-03-08,2018-03-13,5,2018-03-09
7233aef650f53db95d85cbd6cdf15555,4.81,4,-1,2018-06-19,2018-07-23,2018-07-27,5,2018-07-24
d2f385a42576e61b32dec3a66e001807,9.25,2,-1,2018-03-28,2018-04-23,2018-04-25,5,2018-04-24
d2f385a42576e61b32dec3a66e001807,20.69,3,-1,2018-06-19,2018-06-28,2018-07-03,5,2018-06-29
f8f2b31044232040826399984bbbc7cf,6.92,1,-1,2018-03-01,2018-03-21,2018-03-22,5,2018-03-22
f8f2b31044232040826399984bbbc7cf,2.38,1,-1,2018-04-23,2018-05-09,2018-05-10,5,2018-05-10
ea33398679b85a3bc281d10f5885b103,17.47,2,0,2018-07-11,2018-07-25,2018-07-27,5,2018-07-26
876ec3c5b32e6770a9a84fea2a0c6be3,5.99,3,-1,2018-02-13,2018-03-07,2018-03-12,5,2018-03-08
876ec3c5b32e6770a9a84fea2a0c6be3,4.76,4,-1,2018-03-12,2018-03-26,2018-03-30,5,2018-03-27
876ec3c5b32e6770a9a84fea2a0c6be3,8.85,4,-1,2018-03-30,2018-04-24,2018-05-02,5,2018-04-25
876ec3c5b32e6770a9a84fea2a0c6be3,7.93,2,-1,2018-06-19,2018-07-12,2018-07-16,5,2018-07-13
11b59c0e760c94fb49a492fc27f4ce81,10.02,1,0,2018-07-06,2018-07-18,2018-07-19,5,2018-07-19
ccd31dc545b2f29e442787034bea1e0d,4.33,2,-1,2018-04-19,2018-05-08,2018-05-10,5,2018-05-09
5f61900a5a9dfbdaeb9d4865df83cf2d,21.04,2,1,2018-06-19,2018-07-24,2018-07-26,5,2018-07-25
87710e15b2cbd3aab9dcfb5441c54bb6,5.47,1,-1,2018-03-26,2018-04-20,2018-04-23,5,2018-04-23
87710e15b2cbd3aab9dcfb5441c54bb6,10.02,1,0,2018-07-05,2018-07-17,2018-07-18,5,2018-07-18
1a26b7f2310457d890d76060953ea30c,7.53,2,-1,2018-02-14,2018-03-08,2018-03-12,5,2018-03-09
1a26b7f2310457d890d76060953ea30c,8.92,2,-1,2018-04-02,2018-04-18,2018-04-20,5,2018-04-19
1a26b7f2310457d890d76060953ea30c,13.83,2,-1,2018-05-03,2018-05-23,2018-05-25,5,2018-05-24
1a26b7f2310457d890d76060953ea30c,21.89,3,0,2018-05-25,2018-06-14,2018-06-20,5,2018-06-15
1a26b7f2310457d890d76060953ea30c,9.98,1,0,2018-07-30,2018-08-10,2018-08-13,5,2018-08-13
8397248c720aefa885731d119ebd7d98,11.48,3,-1,2018-02-26,2018-03-07,2018-03-12,5,2018-03-08
8397248c720aefa885731d119ebd7d98,6.23,3,-1,2018-06-25,2018-07-25,2018-07-30,5,2018-07-26
b66da5bd382ca921d4700379ea37ebb5,14.35,6,-1,2018-02-22,2018-03-23,2018-04-02,5,2018-03-26
b66da5bd382ca921d4700379ea37ebb5,11.12,2,-1,2018-04-02,2018-04-26,2018-05-02,5,2018-04-27
b66da5bd382ca921d4700379ea37ebb5,4.43,2,-1,2018-05-02,2018-05-21,2018-05-23,5,2018-05-22
b66da5bd382ca921d4700379ea37ebb5,6.07,2,-1,2018-06-19,2018-07-11,2018-07-13,5,2018-07-12
f4a8e2a7a9387193293b83a77f3b16ff,4.31,2,-1,2018-02-14,2018-05-09,2018-05-11,5,2018-05-10
f4a8e2a7a9387193293b83a77f3b16ff,17.72,2,1,2018-06-19,2018-07-02,2018-07-04,5,2018-07-03
5558d88adb31337726f9e5dc333b63d4,4.07,2,-1,2018-02-22,2018-03-08,2018-03-12,5,2018-03-09
5558d88adb31337726f9e5dc333b63d4,19.37,2,0,2018-06-19,2018-07-30,2018-08-01,5,2018-07-31
cc385beccd0645298cbb2c5a622c46b3,5.41,2,-1,2018-03-27,2018-04-23,2018-04-25,5,2018-04-24
cc385beccd0645298cbb2c5a622c46b3,10.86,2,-1,2018-05-30,2018-06-13,2018-06-15,5,2018-06-14
cc385beccd0645298cbb2c5a622c46b3,1.04,1,-1,2018-06-21,2018-07-23,2018-07-24,5,2018-07-24
e6ac9706fa27541547c7369893aa7572,9.97,1,0,2018-05-30,2018-06-11,2018-06-12,5,2018-06-12
57a78315683319e976f314eb2e95838b,12.97,4,-1,2018-02-14,2018-03-07,2018-03-13,5,2018-03-08
f3afb63c1c004d41fcedec953b9b8be0,11.95,2,-1,2018-04-04,2018-04-17,2018-04-19,5,2018-04-18
f3afb63c1c004d41fcedec953b9b8be0,5.91,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
f96db672b16e35323e9b70894e5e23e3,9.96,1,-1,2018-02-14,2018-03-05,2018-03-06,5,2018-03-06
f96db672b16e35323e9b70894e5e23e3,7.86,1,-1,2018-03-06,2018-03-21,2018-03-22,5,2018-03-22
f96db672b16e35323e9b70894e5e23e3,3.31,1,-1,2018-04-02,2018-04-16,2018-04-17,5,2018-04-17
f96db672b16e35323e9b70894e5e23e3,21.24,6,0,2018-04-17,2018-04-26,2018-05-08,5,2018-04-27
f96db672b16e35323e9b70894e5e23e3,42.25,4,1,2018-05-14,2018-05-24,2018-05-30,5,2018-05-25
080f2d705ddc4cd035149a675cc288fa,17.75,3,-1,2018-02-14,2018-03-07,2018-03-12,5,2018-03-08
080f2d705ddc4cd035149a675cc288fa,12.65,2,-1,2018-06-22,2018-07-12,2018-07-16,5,2018-07-13
06451bccc57baa1fa9704e5e755b5da0,2.76,2,-1,2018-02-26,2018-03-08,2018-03-12,5,2018-03-09
06451bccc57baa1fa9704e5e755b5da0,6.6,3,-1,2018-03-12,2018-03-29,2018-04-03,5,2018-03-30
06451bccc57baa1fa9704e5e755b5da0,9.97,1,-1,2018-04-03,2018-05-09,2018-05-10,5,2018-05-10
06451bccc57baa1fa9704e5e755b5da0,4.5,1,-1,2018-06-27,2018-07-30,2018-07-31,5,2018-07-31
cf1568e4c184afe55db10def81fdefb9,11.41,3,-1,2018-02-23,2018-03-08,2018-03-13,5,2018-03-09
cf1568e4c184afe55db10def81fdefb9,9.97,1,0,2018-06-27,2018-07-25,2018-07-26,5,2018-07-26
ea785c05c304e8a13925fac48d7889c6,7.18,1,-1,2018-03-01,2018-03-26,2018-03-27,5,2018-03-27
ea785c05c304e8a13925fac48d7889c6,8.27,2,-1,2018-04-23,2018-05-04,2018-05-08,5,2018-05-07
ea785c05c304e8a13925fac48d7889c6,7.76,1,-1,2018-06-20,2018-06-28,2018-06-29,5,2018-06-29
e3a043534bf649fe0e0e3af608001da4,5.19,4,-1,2018-02-22,2018-03-06,2018-03-12,5,2018-03-07
e3a043534bf649fe0e0e3af608001da4,11.18,2,0,2018-06-19,2018-07-20,2018-07-24,5,2018-07-23
7d267b76f8f1e0a88a9c7e0b98ec191e,5.96,3,-1,2018-02-14,2018-03-07,2018-03-12,5,2018-03-08
7d267b76f8f1e0a88a9c7e0b98ec191e,10.02,1,0,2018-03-12,2018-03-22,2018-03-23,5,2018-03-23
7d267b76f8f1e0a88a9c7e0b98ec191e,10.66,2,-1,2018-04-12,2018-05-15,2018-05-17,5,2018-05-16
7d267b76f8f1e0a88a9c7e0b98ec191e,4.07,2,-1,2018-06-21,2018-07-24,2018-07-26,5,2018-07-25
9f78a60d9b7731457aa16a0bffe14c1b,3.86,2,-1,2018-02-13,2018-03-08,2018-03-12,5,2018-03-09
9f78a60d9b7731457aa16a0bffe14c1b,17.32,2,-1,2018-04-13,2018-05-23,2018-05-25,5,2018-05-24
9f78a60d9b7731457aa16a0bffe14c1b,9.03,1,-1,2018-05-30,2018-06-19,2018-06-20,5,2018-06-20
257a88c877232094e52eac806da84006,8.12,1,0,2018-03-01,2018-03-14,2018-03-15,5,2018-03-15
257a88c877232094e52eac806da84006,6.3,1,-1,2018-04-02,2018-04-17,2018-04-18,5,2018-04-18
257a88c877232094e52eac806da84006,5.27,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
3a7d50dd6a6d59d564e111d0ceb8a286,7.94,2,-1,2018-02-26,2018-03-08,2018-03-12,5,2018-03-09
3a7d50dd6a6d59d564e111d0ceb8a286,20.8,2,0,2018-03-12,2018-03-23,2018-03-27,5,2018-03-26
3a7d50dd6a6d59d564e111d0ceb8a286,5.15,1,-1,2018-03-27,2018-04-13,2018-04-16,5,2018-04-16
3a7d50dd6a6d59d564e111d0ceb8a286,6.54,1,-1,2018-06-14,2018-06-25,2018-06-26,5,2018-06-26
4bbe0016f8fa07d04f5a66896dd8e8e2,8.36,7,-1,2018-02-13,2018-03-06,2018-03-15,5,2018-03-07
4bbe0016f8fa07d04f5a66896dd8e8e2,12.02,2,-1,2018-03-15,2018-04-02,2018-04-04,5,2018-04-03
4bbe0016f8fa07d04f5a66896dd8e8e2,10.0,1,0,2018-04-04,2018-05-17,2018-05-18,5,2018-05-18
4bbe0016f8fa07d04f5a66896dd8e8e2,13.16,2,-1,2018-06-19,2018-07-02,2018-07-04,5,2018-07-03
0098a1a5a49ec47ba3efae14fee56854,6.38,2,-1,2018-02-22,2018-03-08,2018-03-12,5,2018-03-09
0098a1a5a49ec47ba3efae14fee56854,14.12,4,-1,2018-03-30,2018-05-07,2018-05-11,5,2018-05-08
0098a1a5a49ec47ba3efae14fee56854,8.07,3,-1,2018-06-19,2018-06-28,2018-07-03,5,2018-06-29
f405ed34ccebc74a565e056c6d2fcd44,21.03,2,1,2018-03-01,2018-03-26,2018-03-28,5,2018-03-27
f405ed34ccebc74a565e056c6d2fcd44,5.12,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
f405ed34ccebc74a565e056c6d2fcd44,2.43,3,-1,2018-06-29,2018-07-12,2018-07-17,5,2018-07-13
5c947a3f7d3e24b7538c6fd1d2880bde,10.03,1,-1,2018-03-23,2018-04-18,2018-04-19,5,2018-04-19
5c947a3f7d3e24b7538c6fd1d2880bde,13.48,3,0,2018-04-19,2018-05-17,2018-05-22,5,2018-05-18
da6686be39c87da47297c233bb48334d,4.89,2,-1,2018-02-14,2018-03-08,2018-03-12,5,2018-03-09
da6686be39c87da47297c233bb48334d,8.57,4,-1,2018-03-12,2018-03-30,2018-04-09,5,2018-04-02
da6686be39c87da47297c233bb48334d,3.88,2,-1,2018-06-21,2018-07-13,2018-07-17,5,2018-07-16
71957132e7259b2104a717f7cd07f71b,10.7,2,0,2018-03-02,2018-03-16,2018-03-20,5,2018-03-19
71957132e7259b2104a717f7cd07f71b,3.79,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
71957132e7259b2104a717f7cd07f71b,13.78,2,-1,2018-06-29,2018-07-19,2018-07-23,5,2018-07-20
447a56be0756f5751707df75875ce3fb,8.86,2,-1,2018-05-11,2018-06-01,2018-06-05,5,2018-06-04
447a56be0756f5751707df75875ce3fb,10.0,1,0,2018-07-06,2018-07-25,2018-07-26,5,2018-07-26
f3fb70afadcef3c2ef7be2528bf16ed8,4.66,2,-1,2018-02-26,2018-03-08,2018-03-12,5,2018-03-09
f3fb70afadcef3c2ef7be2528bf16ed8,5.86,1,-1,2018-04-04,2018-04-17,2018-04-18,5,2018-04-18
f3fb70afadcef3c2ef7be2528bf16ed8,5.56,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
f3fb70afadcef3c2ef7be2528bf16ed8,10.0,1,-1,2018-06-29,2018-07-11,2018-07-12,5,2018-07-12
c27cadf7eb5b5cc5f4bd3bf512925473,6.98,1,0,2018-03-01,2018-03-14,2018-03-15,5,2018-03-15
c27cadf7eb5b5cc5f4bd3bf512925473,10.68,2,-1,2018-03-15,2018-03-26,2018-03-28,5,2018-03-27
c27cadf7eb5b5cc5f4bd3bf512925473,5.54,3,-1,2018-07-02,2018-07-18,2018-07-23,5,2018-07-19
6bc9c4eef4cf20090ee6cd14c1262026,7.35,3,-1,2018-02-22,2018-03-08,2018-03-13,5,2018-03-09
6bc9c4eef4cf20090ee6cd14c1262026,12.9,2,0,2018-05-21,2018-05-30,2018-06-01,5,2018-05-31
ae5aefa5e7a4a8e645f7ac5d11c87af2,4.54,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
ae5aefa5e7a4a8e645f7ac5d11c87af2,3.23,4,-1,2018-06-29,2018-07-20,2018-07-26,5,2018-07-23
790bfcc34c60a5c9b3f01b30ca0a2e7e,8.08,1,-1,2018-03-27,2018-04-17,2018-04-18,5,2018-04-18
679e25ee4755ff0aa8947418a97257b3,8.72,2,-1,2018-06-19,2018-07-13,2018-07-17,5,2018-07-16
679e25ee4755ff0aa8947418a97257b3,33.23,3,0,2018-07-17,2018-07-31,2018-08-03,5,2018-08-01
31cd73aa3e611b2c1848ee7c968d20c2,9.94,3,-1,2018-02-14,2018-03-08,2018-03-13,5,2018-03-09
31cd73aa3e611b2c1848ee7c968d20c2,11.55,2,0,2018-05-30,2018-06-08,2018-06-12,5,2018-06-11
31cd73aa3e611b2c1848ee7c968d20c2,17.03,2,-1,2018-06-12,2018-06-28,2018-07-02,5,2018-06-29
a34d0c68d8723bbea5c9019cec5a6d96,33.38,4,2,2018-03-05,2018-03-26,2018-03-30,5,2018-03-27
a34d0c68d8723bbea5c9019cec5a6d96,8.47,2,-1,2018-04-20,2018-05-08,2018-05-10,5,2018-05-09
a34d0c68d8723bbea5c9019cec5a6d96,15.37,2,-1,2018-05-28,2018-06-07,2018-06-11,5,2018-06-08
a34d0c68d8723bbea5c9019cec5a6d96,3.16,1,-1,2018-06-19,2018-07-12,2018-07-13,5,2018-07-13
86f2c01645ff3ed2cae7109cb2209369,5.74,2,-1,2018-02-22,2018-03-09,2018-03-13,5,2018-03-12
f34fba83058b9109115af99796ec716e,12.0,3,-1,2018-02-22,2018-03-15,2018-03-20,5,2018-03-16
f34fba83058b9109115af99796ec716e,8.7,1,-1,2018-03-27,2018-04-17,2018-04-18,5,2018-04-18
aa66fe1ced885bd70a1c2fbdceee4de9,4.41,3,-1,2018-02-13,2018-03-07,2018-03-12,5,2018-03-08
aa66fe1ced885bd70a1c2fbdceee4de9,4.3,2,-1,2018-03-12,2018-04-02,2018-04-04,5,2018-04-03
aa66fe1ced885bd70a1c2fbdceee4de9,3.83,4,-1,2018-04-04,2018-05-03,2018-05-09,5,2018-05-04
aa66fe1ced885bd70a1c2fbdceee4de9,7.42,1,-1,2018-06-19,2018-07-12,2018-07-13,5,2018-07-13
8ac8656c1fc578e9eeaaf5b7611cf1b1,6.1,2,-1,2018-02-22,2018-03-08,2018-03-12,5,2018-03-09
8ac8656c1fc578e9eeaaf5b7611cf1b1,9.27,2,-1,2018-04-03,2018-04-23,2018-04-25,5,2018-04-24
8ac8656c1fc578e9eeaaf5b7611cf1b1,3.61,1,-1,2018-06-19,2018-07-23,2018-07-24,5,2018-07-24
ef807ec75bee1b0ac4b021d8f3262fd9,9.0,2,-1,2018-02-14,2018-03-08,2018-03-12,5,2018-03-09
ef807ec75bee1b0ac4b021d8f3262fd9,28.42,4,3,2018-03-14,2018-03-27,2018-04-02,5,2018-03-28
ef807ec75bee1b0ac4b021d8f3262fd9,2.94,3,-1,2018-06-19,2018-07-23,2018-07-26,5,2018-07-24
52eff5fae0f161649ab776ef4d2e3c64,4.61,1,-1,2018-06-19,2018-07-25,2018-07-26,5,2018-07-26
184bbb0ed8a452086aaf42118af52be7,8.45,1,-1,2018-03-23,2018-04-12,2018-04-13,5,2018-04-13
184bbb0ed8a452086aaf42118af52be7,3.24,2,-1,2018-04-13,2018-05-04,2018-05-08,5,2018-05-07
1fba51d265da1efbf9379fca018536b4,9.96,1,-1,2018-04-23,2018-05-08,2018-05-09,5,2018-05-09
1fba51d265da1efbf9379fca018536b4,10.0,1,-1,2018-05-28,2018-06-14,2018-06-15,5,2018-06-15
1fba51d265da1efbf9379fca018536b4,3.33,1,-1,2018-06-15,2018-07-05,2018-07-06,5,2018-07-06
5ee7e0a74bf2838f828e73e4246f5d33,3.69,3,-1,2018-02-13,2018-03-08,2018-03-13,5,2018-03-09
5ee7e0a74bf2838f828e73e4246f5d33,4.19,4,-1,2018-07-02,2018-07-11,2018-07-17,5,2018-07-12
76de47c7cd5352be1504c0a1a86d4a95,8.84,3,-1,2018-02-26,2018-03-08,2018-03-13,5,2018-03-09
76de47c7cd5352be1504c0a1a86d4a95,10.01,1,0,2018-03-27,2018-04-12,2018-04-13,5,2018-04-13
76de47c7cd5352be1504c0a1a86d4a95,5.86,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
65b2debf68d448f5437e42bc31b2e212,5.81,3,-1,2018-02-27,2018-03-08,2018-03-13,5,2018-03-09
65b2debf68d448f5437e42bc31b2e212,43.54,4,0,2018-03-16,2018-04-20,2018-04-26,5,2018-04-23
65b2debf68d448f5437e42bc31b2e212,4.47,1,-1,2018-05-30,2018-06-12,2018-06-13,5,2018-06-13
65b2debf68d448f5437e42bc31b2e212,3.32,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
65b2debf68d448f5437e42bc31b2e212,9.98,1,-1,2018-06-29,2018-07-11,2018-07-12,5,2018-07-12
c9bef645877843cfd29ea4547a734c34,17.68,5,0,2018-02-13,2018-03-05,2018-03-12,5,2018-03-06
c9bef645877843cfd29ea4547a734c34,6.0,2,-1,2018-03-23,2018-04-12,2018-04-16,5,2018-04-13
872a7772b3e3834aa23ee381d9838563,13.32,3,-1,2018-02-14,2018-03-02,2018-03-07,5,2018-03-05
f0483b38c41d8cd0acb3466b596095e9,6.8,4,-1,2018-02-22,2018-03-08,2018-03-14,5,2018-03-09
f0483b38c41d8cd0acb3466b596095e9,5.61,2,-1,2018-03-14,2018-03-29,2018-04-02,5,2018-03-30
f0483b38c41d8cd0acb3466b596095e9,4.47,1,-1,2018-04-02,2018-04-24,2018-04-25,5,2018-04-25
f0483b38c41d8cd0acb3466b596095e9,3.14,1,-1,2018-06-19,2018-07-11,2018-07-12,5,2018-07-12
f0483b38c41d8cd0acb3466b596095e9,9.98,1,0,2018-07-12,2018-08-13,2018-08-14,5,2018-08-14
1e6f80d70ab3c12eccef9d3671e919ad,5.02,2,-1,2018-04-02,2018-04-12,2018-04-16,5,2018-04-13
1e6f80d70ab3c12eccef9d3671e919ad,14.22,2,0,2018-05-18,2018-05-29,2018-05-31,5,2018-05-30
1e6f80d70ab3c12eccef9d3671e919ad,6.29,1,-1,2018-07-03,2018-07-16,2018-07-17,5,2018-07-17
e2fe0eb89dec7740d8e05309eb418a3c,8.23,3,-1,2018-02-26,2018-03-07,2018-03-12,5,2018-03-08
e2fe0eb89dec7740d8e05309eb418a3c,5.79,3,-1,2018-04-17,2018-05-17,2018-05-22,5,2018-05-18
e2fe0eb89dec7740d8e05309eb418a3c,4.0,1,-1,2018-06-21,2018-07-02,2018-07-03,5,2018-07-03
e2fe0eb89dec7740d8e05309eb418a3c,4.4,3,-1,2018-07-03,2018-07-19,2018-07-24,5,2018-07-20
0e38dd50db9033aaa05f1f1b92498ed4,11.69,2,1,2018-05-03,2018-06-19,2018-06-21,5,2018-06-20
0e38dd50db9033aaa05f1f1b92498ed4,9.97,3,-1,2018-06-26,2018-07-13,2018-07-18,5,2018-07-16
6f6387634f7303b11e910cc92ddb1bb4,6.99,4,-1,2018-02-22,2018-03-07,2018-03-13,5,2018-03-08
6f6387634f7303b11e910cc92ddb1bb4,10.0,1,-1,2018-03-13,2018-03-26,2018-03-27,5,2018-03-27
6f6387634f7303b11e910cc92ddb1bb4,3.21,1,-1,2018-03-27,2018-04-13,2018-04-16,5,2018-04-16
6f6387634f7303b11e910cc92ddb1bb4,15.87,2,0,2018-04-16,2018-05-04,2018-05-08,5,2018-05-07
6f6387634f7303b11e910cc92ddb1bb4,6.05,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
6f6387634f7303b11e910cc92ddb1bb4,10.98,3,-1,2018-06-29,2018-07-11,2018-07-16,5,2018-07-12
a16619f854b5b6d98352bf5f02967691,10.02,5,-1,2018-02-14,2018-03-06,2018-03-13,5,2018-03-07
a16619f854b5b6d98352bf5f02967691,3.65,1,-1,2018-03-27,2018-05-23,2018-05-24,5,2018-05-24
a16619f854b5b6d98352bf5f02967691,9.11,4,-1,2018-06-19,2018-07-09,2018-07-13,5,2018-07-10
fbc721d37d0af920d741475940a1c561,33.15,3,0,2018-02-13,2018-03-07,2018-03-12,5,2018-03-08
fbc721d37d0af920d741475940a1c561,10.73,5,-1,2018-06-19,2018-07-06,2018-07-13,5,2018-07-09
177871277ac291dec8e245d6730b0503,6.93,3,-1,2018-02-13,2018-03-07,2018-03-12,5,2018-03-08
177871277ac291dec8e245d6730b0503,46.23,4,0,2018-03-12,2018-06-13,2018-06-20,5,2018-06-14
0d1c33edb692df0689908a03f7cb9851,4.92,1,-1,2018-03-08,2018-03-20,2018-03-21,5,2018-03-21
0d1c33edb692df0689908a03f7cb9851,9.08,2,-1,2018-03-27,2018-04-17,2018-04-19,5,2018-04-18
0d1c33edb692df0689908a03f7cb9851,11.82,2,0,2018-04-19,2018-06-19,2018-06-21,5,2018-06-20
4d8910ef81d150a55a662e658f299be3,6.77,1,-1,2018-06-20,2018-06-28,2018-06-29,5,2018-06-29
4d8910ef81d150a55a662e658f299be3,14.25,2,0,2018-07-05,2018-07-13,2018-07-17,5,2018-07-16
4d8910ef81d150a55a662e658f299be3,7.76,1,-1,2018-07-17,2018-07-31,2018-08-01,5,2018-08-01
b206f34f7f35a9ec3634c9478aca1621,4.49,1,-1,2018-02-22,2018-03-06,2018-03-07,5,2018-03-07
b206f34f7f35a9ec3634c9478aca1621,13.85,3,-1,2018-03-07,2018-03-23,2018-03-28,5,2018-03-26
b206f34f7f35a9ec3634c9478aca1621,2.37,1,-1,2018-06-19,2018-07-09,2018-07-10,5,2018-07-10
3e0421adb04df6736ba0f97cb1693da9,17.32,2,1,2018-03-01,2018-03-26,2018-03-28,5,2018-03-27
3e0421adb04df6736ba0f97cb1693da9,10.79,3,-1,2018-06-19,2018-06-28,2018-07-03,5,2018-06-29
3e0421adb04df6736ba0f97cb1693da9,2.69,3,-1,2018-07-03,2018-07-20,2018-07-25,5,2018-07-23
7a6a170f67a9bff3252b69c0cd150990,6.59,1,-1,2018-03-23,2018-04-02,2018-04-03,5,2018-04-03
7a6a170f67a9bff3252b69c0cd150990,6.96,2,-1,2018-04-03,2018-04-24,2018-04-26,5,2018-04-25
7a6a170f67a9bff3252b69c0cd150990,5.88,1,-1,2018-06-20,2018-06-28,2018-06-29,5,2018-06-29
e239fe1e989844de8423ab1f168b61ed,26.68,4,3,2018-03-01,2018-03-29,2018-04-04,5,2018-03-30
a2d7081f3eb3278ed922548b5a3f02f9,7.5,1,-1,2018-06-25,2018-07-04,2018-07-05,5,2018-07-05
52d6bcc8a7318a0ee4e6f36698b7cb01,4.35,2,-1,2018-02-14,2018-03-08,2018-03-12,5,2018-03-09
52d6bcc8a7318a0ee4e6f36698b7cb01,60.92,5,0,2018-06-19,2018-07-20,2018-07-27,5,2018-07-23
fda89e4f97acef35ab06a4aeb166c1bf,8.45,1,-1,2018-04-02,2018-04-23,2018-04-24,5,2018-04-24
fda89e4f97acef35ab06a4aeb166c1bf,7.83,1,-1,2018-04-24,2018-05-04,2018-05-07,5,2018-05-07
ff7d5a6e733addcf93dd2b1e7f3065a4,25.8,3,2,2018-03-30,2018-04-20,2018-04-25,5,2018-04-23
ff7d5a6e733addcf93dd2b1e7f3065a4,14.83,3,-1,2018-06-19,2018-06-28,2018-07-03,5,2018-06-29
ff7d5a6e733addcf93dd2b1e7f3065a4,9.95,1,-1,2018-07-03,2018-07-13,2018-07-16,5,2018-07-16
703fc564f2dd05643ce03d43f94302db,11.7,2,-1,2018-03-05,2018-03-23,2018-03-27,5,2018-03-26
a1bd4e39795d271ed9834f8e5537bd6b,10.85,3,-1,2018-02-27,2018-03-08,2018-03-13,5,2018-03-09
a1bd4e39795d271ed9834f8e5537bd6b,6.5,5,-1,2018-03-13,2018-03-27,2018-04-03,5,2018-03-28
a1bd4e39795d271ed9834f8e5537bd6b,9.97,1,-1,2018-04-17,2018-05-21,2018-05-22,5,2018-05-22
a1bd4e39795d271ed9834f8e5537bd6b,4.33,2,-1,2018-06-19,2018-06-29,2018-07-03,5,2018-07-02
a1bd4e39795d271ed9834f8e5537bd6b,7.98,2,-1,2018-07-03,2018-07-20,2018-07-24,5,2018-07-23
04a306ff7fd9f01dd4e26ca908d3aee6,11.11,2,-1,2018-02-26,2018-03-07,2018-03-09,5,2018-03-08
04a306ff7fd9f01dd4e26ca908d3aee6,8.94,2,-1,2018-03-30,2018-04-12,2018-04-16,5,2018-04-13
04a306ff7fd9f01dd4e26ca908d3aee6,12.64,3,-1,2018-06-19,2018-06-28,2018-07-03,5,2018-06-29
ed7df5896c0445627d5a8c1498c944ef,7.49,5,-1,2018-02-13,2018-03-05,2018-03-12,5,2018-03-06
ed7df5896c0445627d5a8c1498c944ef,10.0,1,0,2018-03-12,2018-05-03,2018-05-04,5,2018-05-04
ed7df5896c0445627d5a8c1498c944ef,2.24,2,-1,2018-07-06,2018-07-24,2018-07-26,5,2018-07-25
7016c90b2807d054cc952490b6d9b491,3.61,2,-1,2018-04-23,2018-05-04,2018-05-08,5,2018-05-07
7016c90b2807d054cc952490b6d9b491,6.36,3,-1,2018-05-08,2018-05-17,2018-05-22,5,2018-05-18
7016c90b2807d054cc952490b6d9b491,8.27,2,-1,2018-07-03,2018-07-19,2018-07-23,5,2018-07-20
