brk_end,code,created,date,stage,xt_end,xt_start
,10f97b0d1ae9d6967a455b3d8db0cd1e,2018-08-29,2018-07-31,4,2018-07-31,2018-07-19
,0b8b5945e418b1d007fa5268d1a23130,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,c4a3d61eb78810590f54dbaa4b370311,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,6d16b060b693d6c94d6dbbc11fa50562,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,53c82a2d6fbfd22371b5c65a992e9785,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,1c8ceae8656e1341d1bf0c247661e139,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,f0296800ab799e40b52ce4836e8bae02,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,dfa6261356483f8126c135937d895949,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
2018-07-30,dfa6261356483f8126c135937d895949,2018-08-29,2018-07-30,6,2018-07-26,2018-07-17
,4b0c9cea125df17a62d812a8d8c4063c,2018-08-29,2018-08-29,2,2018-08-29,2018-08-03
2018-08-16,929d293a263558976b2182d72d7cb6be,2018-08-29,2018-08-16,6,2018-08-13,2018-07-17
,20a6d8eb267e67ac8dc901ad971a2675,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
2018-08-27,28aa5dfb40e5090e7a0c67c5d49f68c5,2018-08-29,2018-08-27,6,2018-08-23,2018-08-02
,636992cee6adf78e440cc513c309867e,2018-08-29,2018-08-28,4,2018-08-28,2018-07-19
,2eccb497115d4d97829e9ff8a21e967b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,91c56b00de267f582e4068a785b17593,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,91c56b00de267f582e4068a785b17593,2018-08-29,2018-08-15,4,2018-08-15,2018-07-18
,4e48b3d5a1d1b4734063f34d113813ed,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
,4e48b3d5a1d1b4734063f34d113813ed,2018-08-29,2018-08-14,4,2018-08-14,2018-07-23
,6e625825facbbc14ea4c5e9f90a0256c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-20
,84a90165dd8c1d01ec4412e209f9d26c,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
2018-08-23,c80cefed742ee4d8d6b7b053a3ffc0a7,2018-08-29,2018-08-23,6,2018-08-20,2018-07-18
,46fcd1e3d77c06ef47f623b28bb3cde6,2018-08-29,2018-08-29,2,2018-08-29,2018-08-10
,46fcd1e3d77c06ef47f623b28bb3cde6,2018-08-29,2018-07-26,4,2018-07-26,2018-07-17
,39e7bc360fa3f47d37fc6b6e5566f20c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,0ae62eb69d37be41704fbde3cc998160,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
2018-07-27,0ae62eb69d37be41704fbde3cc998160,2018-08-29,2018-07-27,6,2018-07-26,2018-07-17
,58bdcfbdec8b6291dbb333eea7b718cb,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,1d4f0f3edeaed2a5edc12fddede522fe,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,1d8bb02b031b8e98938ac92066572188,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,1d8bb02b031b8e98938ac92066572188,2018-08-29,2018-07-27,4,2018-07-27,2018-07-17
2018-08-28,08dda9d38a5208d7757042c6cc14ba8c,2018-08-29,2018-08-28,6,2018-08-23,2018-07-26
,15af6432b1e357da55f6d6b743f80906,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,3613d2d7657fb2eead0791b559ead059,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
2018-08-27,6545b235a9f20b1aa845ce5eb6d6c971,2018-08-29,2018-08-27,6,2018-08-23,2018-08-06
,6545b235a9f20b1aa845ce5eb6d6c971,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,4a5b46be2d71e891886e95b1b47b559c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-27
,8f715cdd37f058421537987536db4def,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
,105116726fe746ae859cd0e63cf7ad12,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,e7e37b64b2ea801c085fa1ada1a55f6c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,9e09312c1481ccebcf0f9e2559d9e1fb,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,641a666a19194c33f1e432c2717f29bd,2018-08-29,2018-08-29,2,2018-08-29,2018-08-21
2018-08-21,641a666a19194c33f1e432c2717f29bd,2018-08-29,2018-08-21,6,2018-08-17,2018-08-06
,aa12abd63dd55be8a2b6cb67dbdbb4e3,2018-08-29,2018-08-29,2,2018-08-29,2018-07-27
,1991beace2483ab9b5ac9dae40102116,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,10dc99da595f542d65881b94f3ea1aee,2018-08-29,2018-08-28,4,2018-08-28,2018-08-16
2018-08-16,10dc99da595f542d65881b94f3ea1aee,2018-08-29,2018-08-16,6,2018-08-15,2018-08-06
,10dc99da595f542d65881b94f3ea1aee,2018-08-29,2018-08-01,4,2018-08-01,2018-07-18
,a50dda32b4888b30054521075a9ea4d0,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,a6152161d507eece5972efa6feebbd8d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,b34ca6efabb8b75fef30753de437cc8f,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,32656e119c2f49eafc37d31486d19646,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
2018-08-08,32656e119c2f49eafc37d31486d19646,2018-08-29,2018-08-08,6,2018-08-07,2018-07-17
,22a41a518c739651ae92d8fbf32d2dff,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,1103c93077bfa2a7598a0c9409350e79,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,9400a2b010790a9f7a76b34fe249627d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-23
,55543b8ca851ddc00ea52848c51e6b62,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
2018-08-08,55543b8ca851ddc00ea52848c51e6b62,2018-08-29,2018-08-08,6,2018-08-07,2018-07-19
,161d4cb8375cdaf0be586a9fdf65867a,2018-08-29,2018-08-23,4,2018-08-23,2018-07-18
,7a3d85c835728383b790d5f7d38d473a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,535f2364597759016bd408b2b10d92e1,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,56430c3e0e9f0caa1a2eabc90afde7b3,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,56430c3e0e9f0caa1a2eabc90afde7b3,2018-08-29,2018-07-27,4,2018-07-27,2018-07-19
,f7f6987b6d3174c49dfd409f0906d7e0,2018-08-29,2018-08-29,2,2018-08-29,2018-07-24
,7f388b4ba99dea37abef5859df6a3838,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,2def2576e3dfd417078eded56ef36ec0,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,43a3d4ebcad3158c9662e34633e10b0e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,6424404d7e75d4643dee2ac67b7b164b,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,6424404d7e75d4643dee2ac67b7b164b,2018-08-29,2018-08-14,4,2018-08-14,2018-07-19
,e2990407208c044034652a794a63a5ee,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,e2990407208c044034652a794a63a5ee,2018-08-29,2018-07-31,4,2018-07-31,2018-07-19
,1789a0f7b5d4d13d2e2a809c37469f18,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,60fbba9e59a99efa0f391b20168476c6,2018-08-29,2018-08-14,4,2018-08-14,2018-07-31
2018-07-31,60fbba9e59a99efa0f391b20168476c6,2018-08-29,2018-07-31,6,2018-07-26,2018-07-17
,18d920ff860172749c1363f0863c4227,2018-08-29,2018-08-29,2,2018-08-29,2018-07-31
2018-07-31,18d920ff860172749c1363f0863c4227,2018-08-29,2018-07-31,6,2018-07-30,2018-07-18
,6d377b71dfe0d14f07e8a1490deb4afa,2018-08-29,2018-08-29,2,2018-08-29,2018-08-03
,6d377b71dfe0d14f07e8a1490deb4afa,2018-08-29,2018-08-01,4,2018-08-01,2018-07-18
,e2bd8f07fb21b0adc9c2fccb3f749052,2018-08-29,2018-08-14,4,2018-08-14,2018-07-17
,d354e0861c59eb6f640fa128af139599,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
,d354e0861c59eb6f640fa128af139599,2018-08-29,2018-08-07,4,2018-08-07,2018-07-17
,97832cd3783dba9e86bf2c27eb5d8a8d,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
2018-07-30,97832cd3783dba9e86bf2c27eb5d8a8d,2018-08-29,2018-07-30,6,2018-07-25,2018-07-17
,060ef61a06fb2650c84b556806cd032e,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,060ef61a06fb2650c84b556806cd032e,2018-08-29,2018-08-03,4,2018-08-03,2018-07-18
,0cc18c793b4b925db56af18482b7fb4a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-23
,a855b12e6ccfeca932232d5121b27916,2018-08-29,2018-08-15,4,2018-08-15,2018-07-17
2018-08-17,11e890589806003c881624f4385ab279,2018-08-29,2018-08-17,6,2018-08-16,2018-08-06
2018-08-06,11e890589806003c881624f4385ab279,2018-08-29,2018-08-06,6,2018-07-30,2018-07-20
,b4d4fb964fa82072ca12bcbaf5817811,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,b112023e8af35a51826bd2b80b7ff8be,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,5ce4c307aecb0da5a4afb03e91b9f5bc,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,2e26df36b866d3511612dd95ac473e8c,2018-08-29,2018-08-29,2,2018-08-29,2018-08-14
2018-08-14,2e26df36b866d3511612dd95ac473e8c,2018-08-29,2018-08-14,6,2018-08-10,2018-07-17
,02e4b7ed1c939fdb26d9c4925e3662e2,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,c2220b0fb93131fa21f1c4c5cb505522,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
2018-08-29,a41b0635ad654ca9969b6aa1841a21e3,2018-08-29,2018-08-29,5,2018-08-24,2018-07-17
,bded46244497b66ae9586d0cdf15a7c0,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,22b90cc7e1f7b3af82ac39c4f59024d6,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,8a1f2e7033802896bd2488dbcb782c81,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,8a1f2e7033802896bd2488dbcb782c81,2018-08-29,2018-08-14,4,2018-08-14,2018-08-06
,8a1f2e7033802896bd2488dbcb782c81,2018-08-29,2018-07-31,4,2018-07-31,2018-07-23
,1096f7f1d7393d9bb4906844857c7f88,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,e62b8be77c157029b288938a133a160e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,553172b98e3c151ff00ed4f19f56361c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
,2f3c593b4042634d03085aef8d758cc7,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,6bfb5cbc037e967513f8ffa296a367f1,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,b64d4f462e8c4b78768acc7b137cb01c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,8037f008800e472f8b6f2bea85930bda,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,b5bae83c922f6a9d89f55e30e479279b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,4ffb2aebb582cb7b8677077f8b4d4d58,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,4774b2d51a7ab194036f72ea9ebfd62d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,925b88eb0014f0f77971b94b3dbe60f9,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,9c1fac8b88a5e5cb0387e4ca096df5ce,2018-08-29,2018-08-29,2,2018-08-29,2018-08-14
2018-08-10,9c1fac8b88a5e5cb0387e4ca096df5ce,2018-08-29,2018-08-10,6,2018-08-07,2018-07-19
,c7dc48d4b33053784f89a261863b89a9,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
2018-08-27,908fec6fea4f6f2f37dbdf66f13ddc28,2018-08-29,2018-08-27,6,2018-08-23,2018-07-17
,e2f7a4d5b046c84fe81ef602b134193e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-24
,14f2cd8ca86bcd9a167007760edbfa61,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,8e9d0a4d935afe902069d425c1767753,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,330313bf46ac45c237a580db05993989,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,9bbf776788147510f8c16849bdc90e9e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,ce1e29e1b0d498c85a956fd0ed9593f2,2018-08-29,2018-08-29,2,2018-08-29,2018-07-31
2018-07-31,ce1e29e1b0d498c85a956fd0ed9593f2,2018-08-29,2018-07-31,6,2018-07-30,2018-07-17
,5e68a087052318a435d412e963582e1b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,f3b042072060cd5a57b00b54a6eb52fd,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,6a27ab119ea317b75eb30bb6b788f1bb,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,68d335e9452def7e3081753a2788441a,2018-08-29,2018-08-29,2,2018-08-29,2018-08-13
2018-08-23,1a7c4d4cdd27f87d0c1ec6275d0a1a35,2018-08-29,2018-08-23,6,2018-08-21,2018-08-07
,1a7c4d4cdd27f87d0c1ec6275d0a1a35,2018-08-29,2018-07-31,4,2018-07-31,2018-07-18
,da3cc7800beacfa3757936848a5ef569,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,a144475ac2ecc2a2fcf3826755d09c8e,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,a144475ac2ecc2a2fcf3826755d09c8e,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,2564ac05cc99bc7cbe4ec4b06ad857ce,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,0883e19f6c0624c571733eaeb628b3b4,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
,0883e19f6c0624c571733eaeb628b3b4,2018-08-29,2018-08-01,4,2018-08-01,2018-07-18
,3e0b3071adfbbb8ce5fcc48a4ae7f875,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,a73e0d47c6ef5ddce4325191c7d446c6,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,da1a5ba5edb23e9ce9433253deeb0c2e,2018-08-29,2018-08-29,2,2018-08-29,2018-08-01
,69fb52502a1634047c9513df06e18019,2018-08-29,2018-08-29,2,2018-08-29,2018-08-09
2018-08-07,69fb52502a1634047c9513df06e18019,2018-08-29,2018-08-07,6,2018-08-06,2018-07-24
,758f6b250e10301cb08ab1a3f9e9b044,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,4913c33978a2a3ec5f8af85baa71a4e7,2018-08-29,2018-08-29,2,2018-08-29,2018-08-07
,4913c33978a2a3ec5f8af85baa71a4e7,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
2018-08-27,9fb08c6ab7f6b2181f6e7168609925e4,2018-08-29,2018-08-27,6,2018-08-24,2018-07-17
,bdd6a8a24e0759688f80170f8a87f7ab,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,d38feae7f52c0016c3f9588a7665b328,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
2018-07-31,d38feae7f52c0016c3f9588a7665b328,2018-08-29,2018-07-31,6,2018-07-31,2018-07-19
,acea0e473993d6e6359eec4e9f931485,2018-08-29,2018-08-29,2,2018-08-29,2018-08-02
2018-08-02,acea0e473993d6e6359eec4e9f931485,2018-08-29,2018-08-02,6,2018-07-31,2018-07-19
,09bae88e7c7a1904c012375b8299ab59,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
2018-08-08,09bae88e7c7a1904c012375b8299ab59,2018-08-29,2018-08-08,6,2018-08-07,2018-07-17
,578c50a5b19bc6cdab44d0e756184dfc,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,1e7298d2ee83d280f2adb35be8f49027,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,e10361ece537576a9fa16bb27289a12b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,208404dbf4b50c0477942e3f797475dc,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,0e2e0a895f8db6f185a48adca36ed5b5,2018-08-29,2018-08-29,2,2018-08-29,2018-07-27
,e066d7f43985be94576c48095a861492,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,e066d7f43985be94576c48095a861492,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,cd1ff3f1eb44f93c3f20fbe2928cca93,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,508165be5f01cd98155192ce2f5c0875,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,b1ecd59aa0f5cfe325cfc4809adef259,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,b1ecd59aa0f5cfe325cfc4809adef259,2018-08-29,2018-08-14,4,2018-08-14,2018-07-19
,db64afacbc531c51ceb158df3ab2d054,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,8d0f48877409ea624379666833d7e39d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,40c4713b8e50fd003181f394f4b9f9dc,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
2018-08-20,40c4713b8e50fd003181f394f4b9f9dc,2018-08-29,2018-08-20,6,2018-08-16,2018-08-06
,40c4713b8e50fd003181f394f4b9f9dc,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,b34e7e36009633bbd71869366fd38e56,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,c7af3cdfa0aa55fbc5b3c2c38ceb25df,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,84657297025999c5ac5b4b1c6eac2ec6,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
2018-08-23,f6a1b8005fa0ca644954fabf9e89658b,2018-08-29,2018-08-23,6,2018-08-22,2018-08-06
,f6a1b8005fa0ca644954fabf9e89658b,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,933f64146f17c2e6fea956db38b6ed2d,2018-08-29,2018-08-15,4,2018-08-15,2018-07-26
,5e99971d0596ab54ee15a97ae3671058,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,93f0185e146d41898bdfb584d47884a8,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,93f0185e146d41898bdfb584d47884a8,2018-08-29,2018-07-31,4,2018-07-31,2018-07-19
,00aae6b70658d795d78ce6241458a0f8,2018-08-29,2018-08-29,2,2018-08-29,2018-07-20
,cf8ec80bfd6dbb85bb9e476ab5c4304e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,0f42369a17300caae8eb031c1a7b4e7c,2018-08-29,2018-08-29,2,2018-08-29,2018-08-16
2018-08-16,0f42369a17300caae8eb031c1a7b4e7c,2018-08-29,2018-08-16,6,2018-08-15,2018-08-06
,0f42369a17300caae8eb031c1a7b4e7c,2018-08-29,2018-08-01,4,2018-08-01,2018-07-18
,8f71186ea817c698a9c155f3ba31cbb1,2018-08-29,2018-08-29,2,2018-08-29,2018-07-20
,63b505d5eddc9a0eb3ec40fd326da7ec,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
2018-08-28,f571bf95719ecf41d8bea1600892e4a3,2018-08-29,2018-08-28,6,2018-08-24,2018-07-19
,907161446769984e498027c5a8e70ab3,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,eefdd285d934f197c3267b171933fa7d,2018-08-29,2018-08-29,2,2018-08-29,2018-08-02
,9f5295f8667249607697af54422d4de9,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,9f5295f8667249607697af54422d4de9,2018-08-29,2018-07-31,4,2018-07-31,2018-07-18
,a975800ea450a139feaa6221505fbb79,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
,d49d4c0946a3909d25891c8e75b3dbc8,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
2018-08-29,e89dd8819ffd0e7c6ef1aedf2ad45464,2018-08-29,2018-08-29,5,2018-08-27,2018-08-06
,e89dd8819ffd0e7c6ef1aedf2ad45464,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,d3e1dc70c45ccaec86a53010c9a1f1bb,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
,d3e1dc70c45ccaec86a53010c9a1f1bb,2018-08-29,2018-08-15,4,2018-08-15,2018-07-27
,e090683a37ea2280f218d921d4c5bbff,2018-08-29,2018-08-29,2,2018-08-29,2018-07-24
2018-08-28,35d596b0d448ce1dbec692cf9c524da8,2018-08-29,2018-08-28,6,2018-08-24,2018-08-13
,35d596b0d448ce1dbec692cf9c524da8,2018-08-29,2018-08-01,4,2018-08-01,2018-07-24
,284c378335d33d21cc0e77a584e2cb38,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,284c378335d33d21cc0e77a584e2cb38,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,26b11ff87d5d76d5ec32d222b628063a,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,26b11ff87d5d76d5ec32d222b628063a,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,572a9455b82ec324c169e0d4acb0b3b1,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,2c1772b8748eed1e9e6126cde2a35618,2018-08-29,2018-08-29,2,2018-08-29,2018-08-15
2018-08-15,2c1772b8748eed1e9e6126cde2a35618,2018-08-29,2018-08-15,6,2018-08-14,2018-08-02
,950edc3ae1652538ed558641e65ab625,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,3eda679ea2dc4e506e7479ec91e6c9e1,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,d4085f7e669dda3f07d01018cf79ee43,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
2018-08-28,b19a15d9e2bf8edd39924ac7231a61c9,2018-08-29,2018-08-28,6,2018-08-27,2018-08-06
,918fad68b544b0338d778ca008927387,2018-08-29,2018-08-29,2,2018-08-29,2018-08-09
2018-08-09,918fad68b544b0338d778ca008927387,2018-08-29,2018-08-09,6,2018-08-07,2018-07-19
,7f26c7f89c794bfd596670db21a084b6,2018-08-29,2018-08-23,4,2018-08-23,2018-08-06
2018-07-30,7f26c7f89c794bfd596670db21a084b6,2018-08-29,2018-07-30,6,2018-07-26,2018-07-18
,7e97bb11a3b932b9bd2425c6a468f8fe,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,7e97bb11a3b932b9bd2425c6a468f8fe,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,f20bc5908b5aa3d512ee01a80f0a935d,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,e7f683c89ad33289d55ad3c4c8456cde,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
,71887f6802f905d4dcd5692f4c2f7847,2018-08-29,2018-08-29,2,2018-08-29,2018-07-23
,70a347262c8ec9b4fc33d3dc9c4e4524,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,7d0c7af9401f8cee59b3e1e1bdd6b564,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,632d91195afa92ef687b89f5004dbae4,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,4151ad4f3d32956ce0787fa2ba8eebc0,2018-08-29,2018-08-29,2,2018-08-29,2018-08-07
2018-08-07,4151ad4f3d32956ce0787fa2ba8eebc0,2018-08-29,2018-08-07,6,2018-08-06,2018-07-17
,52d3e50b34f59a23ff1cecd6fcdc06c3,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,52d3e50b34f59a23ff1cecd6fcdc06c3,2018-08-29,2018-08-02,4,2018-08-02,2018-07-17
,f2eaa28943615c71487f549857e81149,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,3e5fbf74e27b4edd3d3b33561c6fbdcd,2018-08-29,2018-08-29,2,2018-08-29,2018-08-02
2018-08-02,3e5fbf74e27b4edd3d3b33561c6fbdcd,2018-08-29,2018-08-02,6,2018-08-01,2018-07-24
,eefe2e7f3387b2d114bc8ccd38bfa1d2,2018-08-29,2018-08-29,2,2018-08-29,2018-08-07
,eefe2e7f3387b2d114bc8ccd38bfa1d2,2018-08-29,2018-07-31,4,2018-07-31,2018-07-18
2018-08-24,a0e60fb187a38d7efc77ebf0bd82828a,2018-08-29,2018-08-24,6,2018-08-23,2018-08-08
,a0e60fb187a38d7efc77ebf0bd82828a,2018-08-29,2018-08-07,4,2018-08-07,2018-07-20
,8d4e8a7c12b1ac7267d2979867c5e9c5,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,8d4e8a7c12b1ac7267d2979867c5e9c5,2018-08-29,2018-07-31,4,2018-07-31,2018-07-19
,87823818bfe63c1a3a7e468d8708c218,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,01d10205864d7da9e86a6636808e70ec,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
2018-08-29,6aa3adcf13042372ecc8724315fb1822,2018-08-29,2018-08-29,5,2018-08-24,2018-08-06
,6aa3adcf13042372ecc8724315fb1822,2018-08-29,2018-08-03,4,2018-08-03,2018-07-19
,e7cc82c118172fa9bd68eca999c45af5,2018-08-29,2018-08-29,2,2018-08-29,2018-08-21
2018-08-21,e7cc82c118172fa9bd68eca999c45af5,2018-08-29,2018-08-21,6,2018-08-20,2018-08-06
,e7cc82c118172fa9bd68eca999c45af5,2018-08-29,2018-07-31,4,2018-07-31,2018-07-23
,b46eed6ee813672139965d49071b3f7f,2018-08-29,2018-08-29,2,2018-08-29,2018-07-24
,60523d1171c6c1d0e94a28fcf4599e58,2018-08-29,2018-08-29,2,2018-08-29,2018-08-13
2018-08-07,60523d1171c6c1d0e94a28fcf4599e58,2018-08-29,2018-08-07,6,2018-08-02,2018-07-17
,43bae74251c9d1d69579b126eb0fd1ba,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,fdf0c503d44fa61d501750cb55252f0f,2018-08-29,2018-08-29,2,2018-08-29,2018-07-23
,81ecf40906011d78f7528e9afdf55204,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,94afcca243f13ea9bd141178576005b1,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
2018-07-30,94afcca243f13ea9bd141178576005b1,2018-08-29,2018-07-30,6,2018-07-26,2018-07-18
,60e13e83c09e2689d4fc33e98af79847,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,c168241bd06199d4fb2d036ead1ee8ec,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,fe74940fff86418fa413b5d57c9a4ee8,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,0b0d00758d389311c121e8cbd5fc7d69,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,0b0d00758d389311c121e8cbd5fc7d69,2018-08-29,2018-07-31,4,2018-07-31,2018-07-18
,97e9861bfd2d6504a4058349785bab04,2018-08-29,2018-08-29,2,2018-08-29,2018-07-25
,5246f82690dfe5f053d663fa75df465f,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,5246f82690dfe5f053d663fa75df465f,2018-08-29,2018-08-02,4,2018-08-02,2018-07-17
,3848c05e14c202e43627b6502e15103c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
