brk_end,code,created,date,stage,xt_end,xt_start
,2de1b4ccee53676addfc7ccedef9d149,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,12f4c0fdd5b9482d665c3d8885aa32ac,2018-08-29,2018-08-29,2,2018-08-29,2018-08-03
,86668dafc465f73448c0c8e5cc9134c7,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
2018-07-30,86668dafc465f73448c0c8e5cc9134c7,2018-08-29,2018-07-30,6,2018-07-27,2018-07-17
,d873333956dbd3b7551ad841e3717e61,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
2018-08-01,d873333956dbd3b7551ad841e3717e61,2018-08-29,2018-08-01,6,2018-07-30,2018-07-18
,a91ca39fa6ff2ba4197e1c0d0127095f,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
2018-07-30,a91ca39fa6ff2ba4197e1c0d0127095f,2018-08-29,2018-07-30,6,2018-07-27,2018-07-17
,cc0b7631ca708d4e58e7ad6784e90a69,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,cc0b7631ca708d4e58e7ad6784e90a69,2018-08-29,2018-08-02,4,2018-08-02,2018-07-23
,f6bf2ed7d7f039c37d1fd90fd0cc14d9,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,ac7d64047875e1ffa5d9d300f4e518e0,2018-08-29,2018-08-29,2,2018-08-29,2018-08-03
,dce598632810bb6f3e78e712647b1b89,2018-08-29,2018-08-29,2,2018-08-29,2018-08-14
,dce598632810bb6f3e78e712647b1b89,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,a193edfec67e6644cdd15e6f897d37f6,2018-08-29,2018-08-29,2,2018-08-29,2018-08-10
,bdb342b6b34d7294017137f6b5c6debb,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,262a3a8df70e2ad5605619e30b84dbc0,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,262a3a8df70e2ad5605619e30b84dbc0,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,be9e654f2eff99dd8db48f1cf2ee5f92,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,df47454c3d191ad792889ea10b6b1632,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,df47454c3d191ad792889ea10b6b1632,2018-08-29,2018-08-01,4,2018-08-01,2018-07-19
,3685579686a874335af35d997cf9e5e4,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,332f812bd9852fedab575d013a24af72,2018-08-29,2018-08-29,2,2018-08-29,2018-08-07
,332f812bd9852fedab575d013a24af72,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,63cc75c3b679480a9483e938f361381b,2018-08-29,2018-08-29,2,2018-08-29,2018-08-10
2018-08-10,63cc75c3b679480a9483e938f361381b,2018-08-29,2018-08-10,6,2018-08-07,2018-07-18
,6dfbfc13ab2ae0a89c606e92e13d374d,2018-08-29,2018-07-31,4,2018-07-31,2018-07-18
,14cd24828d3cee6446809cca8fffee3e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,364d7e4296a47035bc830ac71567850f,2018-08-29,2018-08-29,2,2018-08-29,2018-08-21
2018-08-21,364d7e4296a47035bc830ac71567850f,2018-08-29,2018-08-21,6,2018-08-20,2018-08-06
,364d7e4296a47035bc830ac71567850f,2018-08-29,2018-07-31,4,2018-07-31,2018-07-18
,73215b7e0f56cc43486e49bc807e2681,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
2018-08-20,73215b7e0f56cc43486e49bc807e2681,2018-08-29,2018-08-20,6,2018-08-17,2018-07-30
2018-07-30,73215b7e0f56cc43486e49bc807e2681,2018-08-29,2018-07-30,6,2018-07-27,2018-07-18
,f7f6ae8f264a57e182318da865c99f5d,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
,f7f6ae8f264a57e182318da865c99f5d,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,c65d877590492181eb2b362892d1117f,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,6069c541a8fd911daa2789210020e87e,2018-08-29,2018-08-29,2,2018-08-29,2018-08-13
,6069c541a8fd911daa2789210020e87e,2018-08-29,2018-08-01,4,2018-08-01,2018-07-19
,76f1f2c90dfcf2323c49ba6fefff700a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,fd69e90497d9817a2fa3a3895021d9b1,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
,fd69e90497d9817a2fa3a3895021d9b1,2018-08-29,2018-08-15,4,2018-08-15,2018-07-17
,e35aacf55102d18867cd7b0cbe8f49da,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,e35aacf55102d18867cd7b0cbe8f49da,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,6c43757e2d12f1a9ed198b854861f61b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,9122a850285db2e33ac8d072b24088b4,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,8611a6a6cdd7db0908fb11a1539328ca,2018-08-29,2018-08-16,4,2018-08-16,2018-07-18
,8567ad309d77bae161480f315aae443e,2018-08-29,2018-08-29,2,2018-08-29,2018-08-07
2018-08-07,8567ad309d77bae161480f315aae443e,2018-08-29,2018-08-07,6,2018-08-06,2018-07-25
,24eb362ae69a6a12b81f49a8f9d0838c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,edfe25d382ab4c42f288487d6374900f,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,edfe25d382ab4c42f288487d6374900f,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,5ae4ca0a3a36a3dc11895523653366f1,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,3018d6102bfc02ef5f8bbbd96a2d0691,2018-08-29,2018-08-29,2,2018-08-29,2018-08-03
,00c1eb00d59b443601919a9dab7534e8,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,c8f2c9ca30fa55bd954091fc0472bdaf,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
2018-07-31,c8f2c9ca30fa55bd954091fc0472bdaf,2018-08-29,2018-07-31,6,2018-07-31,2018-07-19
,6cbffad13346a61554f843546a05635d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,e2f9b86eead715e671d25fa8bf308c8d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,51ec3d3763f5d98cef52dace26c8c1d0,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
2018-08-02,51ec3d3763f5d98cef52dace26c8c1d0,2018-08-29,2018-08-02,6,2018-07-27,2018-07-17
2018-08-27,c7737dd47c7af93b81e1e8bbe5422823,2018-08-29,2018-08-27,6,2018-08-23,2018-07-31
,b83b3506a97d75302c1c40424f03fbbf,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,b83b3506a97d75302c1c40424f03fbbf,2018-08-29,2018-08-01,4,2018-08-01,2018-07-18
,e676e3d4cf8be29dea2cfc902f46060b,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,e676e3d4cf8be29dea2cfc902f46060b,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,3a9334b95f3742e1c48e1e15e1b5584d,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,3a9334b95f3742e1c48e1e15e1b5584d,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,254215f63488f8350c2486efdf35dae5,2018-08-29,2018-08-29,2,2018-08-29,2018-07-26
,98e477c7fac92f713dcdd1e08f1bf448,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,98e477c7fac92f713dcdd1e08f1bf448,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,8ab5b2d48524964223f9ae218110ab0a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,65974e5eb77a6cbb8a3bb6665dd2b17c,2018-08-29,2018-08-14,4,2018-08-14,2018-08-06
,65974e5eb77a6cbb8a3bb6665dd2b17c,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,e0c1bd4764d13000349ef8854e2e90a6,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,e0c1bd4764d13000349ef8854e2e90a6,2018-08-29,2018-08-16,4,2018-08-16,2018-07-17
,50303901f0cd98b013d7d75ee4c574b7,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,c41c8600f2ecd06e248b90608c6b30ed,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,42c20b9b3037a4e3f230436991f5d182,2018-08-29,2018-08-29,2,2018-08-29,2018-07-25
,6edfbbbfb64e2f4eb910802341669f7c,2018-08-29,2018-08-29,2,2018-08-29,2018-08-07
,f65c84f76e75b2239d2ac8033ecf3af7,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,96158ded60fbc05125f22fc460f5229c,2018-08-29,2018-08-29,2,2018-08-29,2018-08-21
2018-08-21,96158ded60fbc05125f22fc460f5229c,2018-08-29,2018-08-21,6,2018-08-20,2018-08-06
,96158ded60fbc05125f22fc460f5229c,2018-08-29,2018-07-31,4,2018-07-31,2018-07-19
,1c25f5b2b4fe91aa0366d899aa3b860b,2018-08-29,2018-08-20,4,2018-08-20,2018-08-06
,1c25f5b2b4fe91aa0366d899aa3b860b,2018-08-29,2018-07-27,4,2018-07-27,2018-07-17
,70fdba1e2823592687993430fb90e2a4,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,d267d63cbcb3c7a066557f4ef2f59775,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,0734789b7701114214cb04babb214284,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,0734789b7701114214cb04babb214284,2018-08-29,2018-07-31,4,2018-07-31,2018-07-19
,a7fcf229d09c69a8eb5794f5cc733684,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
,2a391e5375626bd5f81abc3fb52ed9d5,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
2018-08-15,2a391e5375626bd5f81abc3fb52ed9d5,2018-08-29,2018-08-15,6,2018-08-14,2018-07-18
,48da2f02211ebfef6d1ed4417a3a1c7b,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
2018-08-09,48da2f02211ebfef6d1ed4417a3a1c7b,2018-08-29,2018-08-09,6,2018-08-03,2018-07-18
,435675217614a553a626f4cb3e975b9c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
2018-08-03,1e60a574a7ac8e6cbc75271200be842c,2018-08-29,2018-08-03,6,2018-08-01,2018-07-17
,74c927d50aa53c26c3556b1dd4b9d254,2018-08-29,2018-08-29,2,2018-08-29,2018-08-13
2018-08-13,74c927d50aa53c26c3556b1dd4b9d254,2018-08-29,2018-08-13,6,2018-08-10,2018-07-18
,94c11ba57f5f4dc32828cccd04505b70,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,6466b7fbbe9438c50f4ee60971a60f70,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,6466b7fbbe9438c50f4ee60971a60f70,2018-08-29,2018-08-14,4,2018-08-14,2018-07-17
,4d267a5a9b321b0a46ad2284855a078f,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,4d267a5a9b321b0a46ad2284855a078f,2018-08-29,2018-07-31,4,2018-07-31,2018-07-18
,c52ae28019af5affbdb1ce78dc8eb790,2018-08-29,2018-08-29,2,2018-08-29,2018-08-10
,fc7ae78b6b8f662223be5f780bf0f469,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,743e92d00b971857e0c19a333ed797bb,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,743e92d00b971857e0c19a333ed797bb,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,f251f293c1078ff7ee67175504cb3c99,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,73e01386a5ea049bf1ade3aba7b32abd,2018-08-29,2018-08-29,2,2018-08-29,2018-08-03
,73e01386a5ea049bf1ade3aba7b32abd,2018-08-29,2018-07-31,4,2018-07-31,2018-07-19
,831bcb00207619ed61d64df5e406934c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,7e4cd3d344dc9ad983ff5120d3339be5,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,1cf63c7bf38cdd1ba5a9da45f2eb3ef9,2018-08-29,2018-08-29,2,2018-08-29,2018-08-15
2018-08-15,1cf63c7bf38cdd1ba5a9da45f2eb3ef9,2018-08-29,2018-08-15,6,2018-08-13,2018-08-03
2018-08-03,1cf63c7bf38cdd1ba5a9da45f2eb3ef9,2018-08-29,2018-08-03,6,2018-08-01,2018-07-23
,9c0862b38d3ce678bc3320bf6e1573c2,2018-08-29,2018-08-29,2,2018-08-29,2018-08-10
2018-08-10,9c0862b38d3ce678bc3320bf6e1573c2,2018-08-29,2018-08-10,6,2018-08-08,2018-07-17
2018-08-28,a5b302867b9b920915913dccd58b32f0,2018-08-29,2018-08-28,6,2018-08-23,2018-08-07
,a5b302867b9b920915913dccd58b32f0,2018-08-29,2018-07-30,4,2018-07-30,2018-07-17
,f8548570a4340bc0e41272814e46cb92,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,51e350c5cfcd5c9afdba382b48e0e890,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,b3adc49bc83dd58a10c8a1240fc3cf5d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-24
,7432698c174b037256bbc41f85b7664d,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,7432698c174b037256bbc41f85b7664d,2018-08-29,2018-08-03,4,2018-08-03,2018-07-17
,10ba0d8e9d29d2008693eea123629e0e,2018-08-29,2018-08-29,2,2018-08-29,2018-08-14
2018-08-14,10ba0d8e9d29d2008693eea123629e0e,2018-08-29,2018-08-14,6,2018-08-10,2018-07-17
,770f5551f49dbe958df68059edb08ff9,2018-08-29,2018-08-29,2,2018-08-29,2018-08-09
2018-08-07,770f5551f49dbe958df68059edb08ff9,2018-08-29,2018-08-07,6,2018-08-03,2018-07-17
,3470b3b2ab9341b69e28ec78ec2db502,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,2fab5f0301eccbe0aa002c51cf4be0b9,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,2bdf8b04c5b5f86330aa2998e20e7bce,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,2bdf8b04c5b5f86330aa2998e20e7bce,2018-08-29,2018-08-01,4,2018-08-01,2018-07-19
,1425f33e54fd6a6bb56c3428725860ae,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,68e4280bf07aad31b8851d83a242aaa2,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,68e4280bf07aad31b8851d83a242aaa2,2018-08-29,2018-08-03,4,2018-08-03,2018-07-19
,33c0547a63b8bc99ff42c062753236e9,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,33c0547a63b8bc99ff42c062753236e9,2018-08-29,2018-08-10,4,2018-08-10,2018-07-19
,43a5b98b9fd4f4062013696aa8a4d8a8,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,2e122664c9f21f0ca0ff813c0fe09a7c,2018-08-29,2018-08-29,2,2018-08-29,2018-08-03
,2e122664c9f21f0ca0ff813c0fe09a7c,2018-08-29,2018-08-01,4,2018-08-01,2018-07-18
,b713e74c2f39180096c5377820eb8f16,2018-08-29,2018-08-21,4,2018-08-21,2018-08-06
,b713e74c2f39180096c5377820eb8f16,2018-08-29,2018-07-30,4,2018-07-30,2018-07-19
,dcb5db095c48ec6325703a3999e0103f,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,dcb5db095c48ec6325703a3999e0103f,2018-08-29,2018-07-31,4,2018-07-31,2018-07-18
,0ea5194111863e31090f50e914bf42a3,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
2018-08-22,ea3355625a76bda5fee701b18ec13d64,2018-08-29,2018-08-22,6,2018-08-21,2018-08-03
,ea3355625a76bda5fee701b18ec13d64,2018-08-29,2018-07-31,4,2018-07-31,2018-07-18
,1a5b3009b5c5335189d9cc5d5a53f6f1,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,1a5b3009b5c5335189d9cc5d5a53f6f1,2018-08-29,2018-08-09,4,2018-08-09,2018-07-17
,1eaeaf8a8f0e9f7bb0d7625d7a336b8e,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,1eaeaf8a8f0e9f7bb0d7625d7a336b8e,2018-08-29,2018-08-01,4,2018-08-01,2018-07-19
,067bac4ffafceef7005a05a4813a256f,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,067bac4ffafceef7005a05a4813a256f,2018-08-29,2018-07-31,4,2018-07-31,2018-07-18
,fcac526cc77664e99fc727577507051d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,5475e545de5a22157cc1f1608bade24c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,6aa0f6419699f43bd7380cb63eb8ed0e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,1bd7fc839f663ed1cc6ec70e8ba801f8,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,561e08a8f98afbb639a74d3e90701925,2018-08-29,2018-08-29,2,2018-08-29,2018-08-02
,561e08a8f98afbb639a74d3e90701925,2018-08-29,2018-07-26,4,2018-07-26,2018-07-17
,4be44f1634e2b18d90a36a653167758f,2018-08-29,2018-08-29,2,2018-08-29,2018-07-23
2018-08-28,3f858ad17c4be39d24e97e1d187d5a24,2018-08-29,2018-08-28,6,2018-08-24,2018-08-06
2018-07-30,3f858ad17c4be39d24e97e1d187d5a24,2018-08-29,2018-07-30,6,2018-07-26,2018-07-18
,99f13b2828a10f8a87a7038b198dba8c,2018-08-29,2018-08-29,2,2018-08-29,2018-08-15
2018-08-15,99f13b2828a10f8a87a7038b198dba8c,2018-08-29,2018-08-15,6,2018-08-08,2018-07-18
,2a726cb0b2066aaf7d83e86876e5914b,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,2a726cb0b2066aaf7d83e86876e5914b,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,2b6d0a2e43231d2effbdcd4cb734de0a,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
2018-08-15,2b6d0a2e43231d2effbdcd4cb734de0a,2018-08-29,2018-08-15,6,2018-08-13,2018-07-30
,3501945a931e73044b725d1b103ed951,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,3501945a931e73044b725d1b103ed951,2018-08-29,2018-08-01,4,2018-08-01,2018-07-18
,28d5d30df3661d653ced02f2a5bee2f1,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,28d5d30df3661d653ced02f2a5bee2f1,2018-08-29,2018-08-01,4,2018-08-01,2018-07-19
,f0968befd2174b7a6ae24435c1aef5a2,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,f0968befd2174b7a6ae24435c1aef5a2,2018-08-29,2018-07-31,4,2018-07-31,2018-07-19
,95ea7dcb3f5ac84c240188d107ec4d52,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,8724f12013117329404c9ee40ceadce7,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,8724f12013117329404c9ee40ceadce7,2018-08-29,2018-08-02,4,2018-08-02,2018-07-17
,e88ae39e58abfd112b2988f4f171a632,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,7bbfed33b9624d3b6b50856dcea1246b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,e58f0f6ac1b26b1c8242749ce0916b90,2018-08-29,2018-08-29,2,2018-08-29,2018-07-26
,34f3ad2749970161e76f43b22702ebcc,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,73b1d56836fb55293627e05b0b17ac33,2018-08-29,2018-08-29,2,2018-08-29,2018-07-25
,215b599838af4629f0a04248624af507,2018-08-29,2018-08-29,2,2018-08-29,2018-07-25
2018-08-23,0d2baf95ccbcd5b28c88f0d36c0ca54a,2018-08-29,2018-08-23,6,2018-08-21,2018-08-02
,0d2baf95ccbcd5b28c88f0d36c0ca54a,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,ce95164f971b2a715f4c3c543aae17a7,2018-08-29,2018-08-29,2,2018-08-29,2018-08-10
2018-07-31,ce95164f971b2a715f4c3c543aae17a7,2018-08-29,2018-07-31,6,2018-07-31,2018-07-19
,d19c941c4e2ed6b218210595dcdb3fcf,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,baf4ac49d6d5d353cdd8e3743a9a75b2,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,addcb0577b2f2ba5cfe69b6f2d5535d2,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,addcb0577b2f2ba5cfe69b6f2d5535d2,2018-08-29,2018-07-27,4,2018-07-27,2018-07-18
,55955660b4f7e3e920d135c73ac41564,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,55955660b4f7e3e920d135c73ac41564,2018-08-29,2018-08-02,4,2018-08-02,2018-07-17
,a332254b34a2efa2c6595117ab23dfbd,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,a332254b34a2efa2c6595117ab23dfbd,2018-08-29,2018-08-14,4,2018-08-14,2018-07-31
2018-07-31,a332254b34a2efa2c6595117ab23dfbd,2018-08-29,2018-07-31,6,2018-07-27,2018-07-18
,97363ebb1fc92f26ef955834a3ef467c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,6a6f1f5c78584e98e5046dfc5b93cd35,2018-08-29,2018-08-29,2,2018-08-29,2018-08-21
,6a6f1f5c78584e98e5046dfc5b93cd35,2018-08-29,2018-08-15,4,2018-08-15,2018-07-17
,f161dea9da1b69be42f9ff89e53df727,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,b67d1db4eba59d78ad24fc085018595a,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,b67d1db4eba59d78ad24fc085018595a,2018-08-29,2018-08-03,4,2018-08-03,2018-07-17
,0d71efe7f41e6b795bb3857a62f065f5,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,0d71efe7f41e6b795bb3857a62f065f5,2018-08-29,2018-08-14,4,2018-08-14,2018-07-27
2018-07-27,0d71efe7f41e6b795bb3857a62f065f5,2018-08-29,2018-07-27,6,2018-07-25,2018-07-17
2018-08-02,90a65d04749fcd80ff2b7b35058890fd,2018-08-29,2018-08-02,6,2018-08-01,2018-07-17
,85607cc6308170cf237131dd146f67b7,2018-08-29,2018-08-29,2,2018-08-29,2018-08-09
2018-08-09,85607cc6308170cf237131dd146f67b7,2018-08-29,2018-08-09,6,2018-08-07,2018-07-17
,d5a4ce518953133fb70c23a70b8f818c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,5fd5e976e140c24f8e4a7c52f8af69d9,2018-08-29,2018-08-29,2,2018-08-29,2018-07-31
2018-07-27,5fd5e976e140c24f8e4a7c52f8af69d9,2018-08-29,2018-07-27,6,2018-07-26,2018-07-17
,fa3dbdc30c5bbe970e1926f10a347772,2018-08-29,2018-08-15,4,2018-08-15,2018-07-18
,64046954526cf2cc520c8408061ee32b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,aaf18aa4eb085612cd6cf1d251f1b2aa,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,24626b451e032458d89b18eeff1176c9,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
2018-08-17,24626b451e032458d89b18eeff1176c9,2018-08-29,2018-08-17,6,2018-08-15,2018-07-27
2018-07-27,24626b451e032458d89b18eeff1176c9,2018-08-29,2018-07-27,6,2018-07-25,2018-07-17
,af6b46235244660c53a76cf4eb286019,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,24a9351bbd44e4e57b44fca7c26f427e,2018-08-29,2018-08-27,4,2018-08-27,2018-08-10
2018-08-10,24a9351bbd44e4e57b44fca7c26f427e,2018-08-29,2018-08-10,6,2018-08-08,2018-07-19
,c422bfc21463ede4b98abfb28f24be82,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,c422bfc21463ede4b98abfb28f24be82,2018-08-29,2018-08-16,4,2018-08-16,2018-07-17
,15f4ea36ca9b8123bc291011bb7ea707,2018-08-29,2018-08-29,2,2018-08-29,2018-07-23
,9312bc0663e07a92404cfc95c6a298a4,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,b76220a677822ff8d057bfc7e876ec78,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,b76220a677822ff8d057bfc7e876ec78,2018-08-29,2018-07-27,4,2018-07-27,2018-07-17
,096a4a58e3a2caf2e33d68e1a800c2f5,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,d05d6cc10238f456dabde64daa9368cb,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
2018-08-29,a01765dbdfdbb99d09d684ec5fe4e05d,2018-08-29,2018-08-29,5,2018-08-27,2018-08-06
,a01765dbdfdbb99d09d684ec5fe4e05d,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,c4ba3c0e530e5ae4177409b1b59e1c80,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,c4ba3c0e530e5ae4177409b1b59e1c80,2018-08-29,2018-08-10,4,2018-08-10,2018-07-17
,6dd23be66c98b3598a64f1549a8189f4,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,2c609fd9ece666f29bc191a71a65486b,2018-08-29,2018-08-15,4,2018-08-15,2018-07-18
,e5fb8793b0cb1ac935bb4082bef57345,2018-08-29,2018-08-29,2,2018-08-29,2018-07-24
,c91396ff46feddb19b5e36cbd0457f54,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,1f7f87c3f234dfc0a6892f3d219e6540,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
,44b816ab995ce96b714c2fc3e86a50fb,2018-08-29,2018-08-29,2,2018-08-29,2018-08-21
2018-08-21,44b816ab995ce96b714c2fc3e86a50fb,2018-08-29,2018-08-21,6,2018-08-17,2018-08-07
,44b816ab995ce96b714c2fc3e86a50fb,2018-08-29,2018-07-26,4,2018-07-26,2018-07-17
2018-08-28,6b24450bb25295bf3f81db562ec6ebc0,2018-08-29,2018-08-28,6,2018-08-27,2018-08-06
,6b24450bb25295bf3f81db562ec6ebc0,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,d6f2a476d76529944ab105b84fde427f,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
2018-07-31,d6f2a476d76529944ab105b84fde427f,2018-08-29,2018-07-31,6,2018-07-31,2018-07-19
,d8a304cf19dbb4ef98d0f4e5227e9895,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,d8a304cf19dbb4ef98d0f4e5227e9895,2018-08-29,2018-07-31,4,2018-07-31,2018-07-19
,5481f4e1335ca2d3241cf1e6c3ef929f,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,09d1ba52d2357be0dc9f7ca0e4202939,2018-08-29,2018-08-29,2,2018-08-29,2018-08-02
,a244ce1ca1e8d8838735817f04e142ab,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,82564c3e549a7272068a13900d2308a1,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,4e0b17ef5af0e201ac1de539c22aae09,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,c78566b6d73b88faddbc45b8a02aadea,2018-08-29,2018-08-29,2,2018-08-29,2018-08-21
,c78566b6d73b88faddbc45b8a02aadea,2018-08-29,2018-08-15,4,2018-08-15,2018-07-17
2018-08-28,3dfb4953d3ef0afc78e574f3238d9883,2018-08-29,2018-08-28,6,2018-08-24,2018-08-06
2018-08-28,839e1d4eb44825e7b772add95744e52f,2018-08-29,2018-08-28,6,2018-08-27,2018-07-19
,7b6cc4b3b1755335790ad502199e9633,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
